"dia","time_casa","gols_casa","time_fora","gols_fora","ano","r_timecasa","r_timefora"
"2012-07-21","vasco",2,"santos",0,"Y",,
"2012-07-21","sport",1,"atletico-mg",4,"Y",,
"2012-07-21","corinthians",1,"portuguesa",1,"Y",,
"2012-07-22","internacional",4,"atletico-go",1,"Y",,
"2012-07-22","figueirense",0,"sao-paulo",2,"Y",,
"2012-07-22","cruzeiro",1,"flamengo",0,"Y",,
"2012-07-22","palmeiras",3,"nautico",0,"Y",,
"2012-07-22","botafogo",0,"gremio",1,"Y",,
"2012-07-22","ponte-preta",1,"fluminense",2,"Y",,
"2012-07-22","bahia",2,"coritiba",2,"Y",,
"2012-07-25","ponte-preta",1,"sport",1,"Y",,
"2012-07-25","figueirense",0,"internacional",1,"Y",,
"2012-07-25","vasco",1,"botafogo",0,"Y",,
"2012-07-25","nautico",3,"coritiba",4,"Y",,
"2012-07-25","corinthians",2,"cruzeiro",0,"Y",,
"2012-07-25","atletico-go",4,"sao-paulo",3,"Y",,
"2012-07-25","gremio",1,"fluminense",0,"Y",,
"2012-07-26","flamengo",0,"portuguesa",0,"Y",,
"2012-07-26","palmeiras",0,"bahia",2,"Y",,
"2012-07-26","atletico-mg",2,"santos",0,"Y",,
"2012-07-28","internacional",0,"vasco",0,"Y",,
"2012-07-28","coritiba",2,"gremio",1,"Y",,
"2012-07-28","botafogo",1,"figueirense",0,"Y",,
"2012-07-29","fluminense",0,"atletico-mg",0,"Y",,
"2012-07-29","sao-paulo",4,"flamengo",1,"Y",,
"2012-07-29","bahia",0,"corinthians",0,"Y",,
"2012-07-29","sport",0,"atletico-go",0,"Y",,
"2012-07-29","santos",2,"ponte-preta",1,"Y",,
"2012-07-29","cruzeiro",2,"palmeiras",1,"Y",,
"2012-07-29","portuguesa",3,"nautico",1,"Y",,
"2012-08-04","atletico-go",1,"botafogo",2,"Y",,
"2012-08-04","palmeiras",0,"internacional",1,"Y",,
"2012-08-04","portuguesa",2,"figueirense",0,"Y",,
"2012-08-05","vasco",0,"corinthians",0,"Y",,
"2012-08-05","gremio",3,"bahia",1,"Y",,
"2012-08-05","coritiba",0,"fluminense",2,"Y",,
"2012-08-05","sao-paulo",1,"sport",0,"Y",,
"2012-08-05","nautico",3,"santos",0,"Y",,
"2012-08-05","cruzeiro",1,"ponte-preta",2,"Y",,
"2012-08-08","sport",0,"vasco",2,"Y",,
"2012-08-08","internacional",0,"nautico",0,"Y",,
"2012-08-08","bahia",0,"portuguesa",0,"Y",,
"2012-08-08","corinthians",1,"atletico-go",1,"Y",,
"2012-08-08","figueirense",0,"flamengo",2,"Y",,
"2012-08-08","santos",4,"cruzeiro",2,"Y",,
"2012-08-08","botafogo",1,"palmeiras",2,"Y",,
"2012-08-09","fluminense",2,"sao-paulo",1,"Y",,
"2012-08-09","atletico-mg",1,"coritiba",0,"Y",,
"2012-08-09","ponte-preta",0,"gremio",0,"Y",,
"2012-08-11","santos",2,"atletico-go",2,"Y",,
"2012-08-11","sport",0,"figueirense",1,"Y",,
"2012-08-11","bahia",0,"cruzeiro",1,"Y",,
"2012-08-11","flamengo",2,"nautico",0,"Y",,
"2012-08-12","sao-paulo",1,"gremio",2,"Y",,
"2012-08-12","internacional",2,"ponte-preta",1,"Y",,
"2012-08-12","coritiba",1,"corinthians",2,"Y",,
"2012-08-12","atletico-mg",1,"vasco",0,"Y",,
"2012-08-12","portuguesa",1,"botafogo",1,"Y",,
"2012-08-12","fluminense",1,"palmeiras",0,"Y",,
"2012-08-15","gremio",1,"portuguesa",2,"Y",,
"2012-08-15","cruzeiro",1,"fluminense",1,"Y",,
"2012-08-15","ponte-preta",0,"bahia",2,"Y",,
"2012-08-15","atletico-go",1,"atletico-mg",1,"Y",,
"2012-08-15","nautico",3,"sao-paulo",0,"Y",,
"2012-08-15","palmeiras",1,"flamengo",0,"Y",,
"2012-08-15","botafogo",2,"sport",0,"Y",,
"2012-08-16","vasco",2,"coritiba",2,"Y",,
"2012-08-16","corinthians",1,"internacional",0,"Y",,
"2012-08-16","figueirense",1,"santos",3,"Y",,
"2012-08-18","fluminense",1,"sport",0,"Y",,
"2012-08-18","nautico",1,"bahia",0,"Y",,
"2012-08-18","sao-paulo",3,"ponte-preta",0,"Y",,
"2012-08-19","santos",3,"corinthians",2,"Y",,
"2012-08-19","gremio",4,"figueirense",0,"Y",,
"2012-08-19","coritiba",4,"cruzeiro",0,"Y",,
"2012-08-19","atletico-mg",3,"botafogo",2,"Y",,
"2012-08-19","flamengo",1,"vasco",0,"Y",,
"2012-08-19","portuguesa",1,"internacional",1,"Y",,
"2012-08-19","atletico-go",2,"palmeiras",1,"Y",,
"2012-08-25","palmeiras",1,"santos",2,"Y",,
"2012-08-25","vasco",1,"fluminense",2,"Y",,
"2012-08-25","ponte-preta",2,"portuguesa",1,"Y",,
"2012-08-26","botafogo",0,"flamengo",0,"Y",,
"2012-08-26","corinthians",1,"sao-paulo",2,"Y",,
"2012-08-26","internacional",0,"gremio",1,"Y",,
"2012-08-26","figueirense",3,"coritiba",1,"Y",,
"2012-08-26","cruzeiro",2,"atletico-mg",2,"Y",,
"2012-08-26","sport",0,"nautico",0,"Y",,
"2012-08-26","bahia",1,"atletico-go",1,"Y",,
"2012-08-29","coritiba",1,"internacional",0,"Y",,
"2012-08-29","santos",1,"bahia",3,"Y",,
"2012-08-29","atletico-mg",2,"ponte-preta",2,"Y",,
"2012-08-29","portuguesa",3,"palmeiras",0,"Y",,
"2012-08-29","nautico",3,"figueirense",2,"Y",,
"2012-08-29","atletico-go",0,"cruzeiro",2,"Y",,
"2012-08-29","gremio",2,"vasco",0,"Y",,
"2012-08-29","fluminense",1,"corinthians",1,"Y",,
"2012-08-30","flamengo",1,"sport",1,"Y",,
"2012-08-30","sao-paulo",4,"botafogo",0,"Y",,
"2012-09-01","palmeiras",0,"gremio",0,"Y",,
"2012-09-01","figueirense",2,"fluminense",2,"Y",,
"2012-09-01","vasco",2,"portuguesa",0,"Y",,
"2012-09-02","corinthians",1,"atletico-mg",0,"Y",,
"2012-09-02","bahia",1,"sao-paulo",0,"Y",,
"2012-09-02","sport",2,"santos",1,"Y",,
"2012-09-02","internacional",4,"flamengo",1,"Y",,
"2012-09-02","botafogo",2,"coritiba",0,"Y",,
"2012-09-02","cruzeiro",3,"nautico",0,"Y",,
"2012-09-02","ponte-preta",3,"atletico-go",1,"Y",,
"2012-09-05","flamengo",0,"ponte-preta",1,"Y",,
"2012-09-05","portuguesa",3,"coritiba",0,"Y",,
"2012-09-05","bahia",0,"atletico-mg",0,"Y",,
"2012-09-05","nautico",1,"vasco",1,"Y",,
"2012-09-05","gremio",2,"atletico-go",1,"Y",,
"2012-09-05","figueirense",1,"corinthians",0,"Y",,
"2012-09-05","cruzeiro",1,"botafogo",3,"Y",,
"2012-09-05","sao-paulo",1,"internacional",1,"Y",,
"2012-09-06","fluminense",3,"santos",1,"Y",,
"2012-09-06","palmeiras",3,"sport",1,"Y",,
"2012-09-08","ponte-preta",2,"figueirense",2,"Y",,
"2012-09-08","coritiba",3,"flamengo",0,"Y",,
"2012-09-08","corinthians",3,"gremio",1,"Y",,
"2012-09-09","internacional",0,"fluminense",1,"Y",,
"2012-09-09","santos",0,"sao-paulo",0,"Y",,
"2012-09-09","botafogo",3,"nautico",1,"Y",,
"2012-09-09","vasco",0,"bahia",4,"Y",,
"2012-09-09","atletico-mg",3,"palmeiras",0,"Y",,
"2012-09-09","atletico-go",1,"portuguesa",1,"Y",,
"2012-09-09","sport",2,"cruzeiro",1,"Y",,
"2012-09-12","corinthians",1,"ponte-preta",1,"Y",,
"2012-09-12","portuguesa",0,"fluminense",2,"Y",,
"2012-09-12","figueirense",2,"cruzeiro",0,"Y",,
"2012-09-12","sport",1,"bahia",1,"Y",,
"2012-09-12","atletico-go",1,"coritiba",2,"Y",,
"2012-09-12","vasco",3,"palmeiras",1,"Y",,
"2012-09-12","santos",2,"flamengo",0,"Y",,
"2012-09-12","atletico-mg",1,"sao-paulo",0,"Y",,
"2012-09-13","botafogo",1,"internacional",1,"Y",,
"2012-09-13","gremio",2,"nautico",0,"Y",,
"2012-09-15","fluminense",1,"atletico-go",2,"Y",,
"2012-09-15","sao-paulo",3,"portuguesa",1,"Y",,
"2012-09-16","cruzeiro",1,"vasco",1,"Y",,
"2012-09-16","palmeiras",0,"corinthians",2,"Y",,
"2012-09-16","coritiba",1,"santos",2,"Y",,
"2012-09-16","bahia",2,"figueirense",1,"Y",,
"2012-09-16","nautico",1,"atletico-mg",0,"Y",,
"2012-09-16","flamengo",1,"gremio",1,"Y",,
"2012-09-16","internacional",2,"sport",2,"Y",,
"2012-09-16","ponte-preta",0,"botafogo",0,"Y",,
"2012-09-22","fluminense",2,"nautico",1,"Y",,
"2012-09-22","figueirense",1,"palmeiras",3,"Y",,
"2012-09-22","santos",1,"portuguesa",3,"Y",,
"2012-09-23","botafogo",2,"corinthians",2,"Y",,
"2012-09-23","sao-paulo",1,"cruzeiro",0,"Y",,
"2012-09-23","atletico-go",1,"flamengo",2,"Y",,
"2012-09-23","ponte-preta",0,"vasco",0,"Y",,
"2012-09-23","sport",1,"coritiba",0,"Y",,
"2012-09-23","atletico-mg",0,"gremio",0,"Y",,
"2012-09-23","internacional",3,"bahia",1,"Y",,
"2012-09-26","flamengo",2,"atletico-mg",1,"Y",,
"2012-09-29","vasco",3,"figueirense",1,"Y",,
"2012-09-29","cruzeiro",0,"internacional",0,"Y",,
"2012-09-29","portuguesa",1,"atletico-mg",1,"Y",,
"2012-09-29","nautico",2,"atletico-go",0,"Y",,
"2012-09-29","palmeiras",3,"ponte-preta",0,"Y",,
"2012-09-30","flamengo",0,"fluminense",1,"Y",,
"2012-09-30","corinthians",3,"sport",0,"Y",,
"2012-09-30","coritiba",1,"sao-paulo",1,"Y",,
"2012-09-30","bahia",2,"botafogo",0,"Y",,
"2012-09-30","gremio",1,"santos",1,"Y",,
"2012-10-04","coritiba",1,"ponte-preta",0,"Y",,
"2012-10-04","portuguesa",5,"sport",1,"Y",,
"2012-10-04","flamengo",0,"bahia",0,"Y",,
"2012-10-06","sao-paulo",3,"palmeiras",0,"Y",,
"2012-10-06","santos",1,"internacional",1,"Y",,
"2012-10-06","atletico-go",0,"vasco",1,"Y",,
"2012-10-06","nautico",2,"corinthians",1,"Y",,
"2012-10-06","fluminense",1,"botafogo",0,"Y",,
"2012-10-06","gremio",2,"cruzeiro",1,"Y",,
"2012-10-06","atletico-mg",6,"figueirense",0,"Y",,
"2012-10-10","botafogo",0,"santos",2,"Y",,
"2012-10-10","cruzeiro",2,"portuguesa",0,"Y",,
"2012-10-10","bahia",0,"fluminense",2,"Y",,
"2012-10-10","figueirense",3,"atletico-go",1,"Y",,
"2012-10-10","ponte-preta",2,"nautico",1,"Y",,
"2012-10-10","vasco",0,"sao-paulo",2,"Y",,
"2012-10-10","internacional",3,"atletico-mg",0,"Y",,
"2012-10-10","corinthians",3,"flamengo",2,"Y",,
"2012-10-11","palmeiras",0,"coritiba",1,"Y",,
"2012-10-11","sport",1,"gremio",3,"Y",,
"2012-10-13","flamengo",1,"cruzeiro",1,"Y",,
"2012-10-13","atletico-go",3,"internacional",1,"Y",,
"2012-10-13","portuguesa",1,"corinthians",1,"Y",,
"2012-10-14","santos",2,"vasco",0,"Y",,
"2012-10-14","sao-paulo",2,"figueirense",0,"Y",,
"2012-10-14","nautico",1,"palmeiras",0,"Y",,
"2012-10-14","coritiba",2,"bahia",1,"Y",,
"2012-10-14","atletico-mg",2,"sport",1,"Y",,
"2012-10-14","fluminense",2,"ponte-preta",1,"Y",,
"2012-10-14","gremio",1,"botafogo",1,"Y",,
"2012-10-17","bahia",0,"palmeiras",1,"Y",,
"2012-10-17","internacional",2,"figueirense",3,"Y",,
"2012-10-17","coritiba",2,"nautico",1,"Y",,
"2012-10-17","fluminense",2,"gremio",2,"Y",,
"2012-10-17","santos",2,"atletico-mg",2,"Y",,
"2012-10-17","cruzeiro",2,"corinthians",0,"Y",,
"2012-10-17","portuguesa",0,"flamengo",0,"Y",,
"2012-10-18","botafogo",3,"vasco",2,"Y",,
"2012-10-18","sport",3,"ponte-preta",1,"Y",,
"2012-10-18","sao-paulo",2,"atletico-go",0,"Y",,
"2012-10-20","palmeiras",2,"cruzeiro",0,"Y",,
"2012-10-20","corinthians",1,"bahia",1,"Y",,
"2012-10-20","gremio",0,"coritiba",0,"Y",,
"2012-10-21","flamengo",1,"sao-paulo",0,"Y",,
"2012-10-21","atletico-mg",3,"fluminense",2,"Y",,
"2012-10-21","nautico",0,"portuguesa",0,"Y",,
"2012-10-21","ponte-preta",1,"santos",0,"Y",,
"2012-10-21","atletico-go",0,"sport",1,"Y",,
"2012-10-24","vasco",1,"internacional",2,"Y",,
"2012-10-24","figueirense",0,"botafogo",2,"Y",,
"2012-10-25","fluminense",2,"coritiba",1,"Y",,
"2012-10-25","ponte-preta",1,"cruzeiro",0,"Y",,
"2012-10-25","santos",0,"nautico",0,"Y",,
"2012-10-27","corinthians",1,"vasco",0,"Y",,
"2012-10-27","internacional",2,"palmeiras",1,"Y",,
"2012-10-27","botafogo",4,"atletico-go",0,"Y",,
"2012-10-27","figueirense",0,"portuguesa",0,"Y",,
"2012-10-27","sport",2,"sao-paulo",4,"Y",,
"2012-10-27","bahia",1,"gremio",1,"Y",,
"2012-10-31","atletico-mg",1,"flamengo",1,"Y",,
"2012-11-03","cruzeiro",0,"santos",4,"Y",,
"2012-11-03","gremio",1,"ponte-preta",0,"Y",,
"2012-11-03","flamengo",1,"figueirense",0,"Y",,
"2012-11-04","atletico-go",0,"corinthians",2,"Y",,
"2012-11-04","vasco",0,"sport",3,"Y",,
"2012-11-04","sao-paulo",1,"fluminense",1,"Y",,
"2012-11-04","palmeiras",2,"botafogo",2,"Y",,
"2012-11-04","portuguesa",0,"bahia",1,"Y",,
"2012-11-04","coritiba",1,"atletico-mg",0,"Y",,
"2012-11-04","nautico",3,"internacional",0,"Y",,
"2012-11-10","botafogo",3,"portuguesa",0,"Y",,
"2012-11-10","atletico-go",2,"santos",1,"Y",,
"2012-11-10","corinthians",5,"coritiba",1,"Y",,
"2012-11-11","gremio",2,"sao-paulo",1,"Y",,
"2012-11-11","palmeiras",2,"fluminense",3,"Y",,
"2012-11-11","vasco",1,"atletico-mg",1,"Y",,
"2012-11-11","cruzeiro",3,"bahia",1,"Y",,
"2012-11-11","ponte-preta",1,"internacional",0,"Y",,
"2012-11-11","nautico",0,"flamengo",1,"Y",,
"2012-11-11","figueirense",1,"sport",1,"Y",,
"2012-11-17","santos",2,"figueirense",0,"Y",,
"2012-11-17","coritiba",1,"vasco",2,"Y",,
"2012-11-18","fluminense",0,"cruzeiro",2,"Y",,
"2012-11-18","flamengo",1,"palmeiras",1,"Y",,
"2012-11-18","bahia",1,"ponte-preta",0,"Y",,
"2012-11-18","atletico-mg",2,"atletico-go",2,"Y",,
"2012-11-18","sao-paulo",2,"nautico",1,"Y",,
"2012-11-18","internacional",0,"corinthians",2,"Y",,
"2012-11-18","sport",2,"botafogo",0,"Y",,
"2012-11-18","portuguesa",2,"gremio",2,"Y",,
"2012-11-24","vasco",1,"flamengo",1,"Y",,
"2012-11-24","corinthians",1,"santos",1,"Y",,
"2012-11-25","internacional",0,"portuguesa",2,"Y",,
"2012-11-25","palmeiras",1,"atletico-go",2,"Y",,
"2012-11-25","botafogo",2,"atletico-mg",3,"Y",,
"2012-11-25","bahia",1,"nautico",1,"Y",,
"2012-11-25","ponte-preta",0,"sao-paulo",0,"Y",,
"2012-11-25","figueirense",2,"gremio",4,"Y",,
"2012-11-25","sport",1,"fluminense",1,"Y",,
"2012-11-25","cruzeiro",2,"coritiba",1,"Y",,
"2012-12-01","santos",3,"palmeiras",1,"Y",,
"2012-12-01","flamengo",2,"botafogo",2,"Y",,
"2012-12-02","fluminense",1,"vasco",2,"Y",,
"2012-12-02","sao-paulo",3,"corinthians",1,"Y",,
"2012-12-02","gremio",0,"internacional",0,"Y",,
"2012-12-02","atletico-mg",3,"cruzeiro",2,"Y",,
"2012-12-02","portuguesa",0,"ponte-preta",0,"Y",,
"2012-12-02","coritiba",3,"figueirense",0,"Y",,
"2012-12-02","nautico",1,"sport",0,"Y",,
"2012-12-02","atletico-go",0,"bahia",1,"Y",,
"2013-05-25","vasco",1,"portuguesa",0,"Y",,
"2013-05-25","vitoria",2,"internacional",2,"Y",,
"2013-05-25","corinthians",1,"botafogo",1,"Y",,
"2013-05-26","gremio",2,"nautico",0,"Y",,
"2013-05-26","ponte-preta",0,"sao-paulo",2,"Y",,
"2013-05-26","criciuma",3,"bahia",1,"Y",,
"2013-05-26","santos",0,"flamengo",0,"Y",,
"2013-05-26","fluminense",2,"atletico-pr",1,"Y",,
"2013-05-26","cruzeiro",5,"goias",0,"Y",,
"2013-05-26","coritiba",2,"atletico-mg",1,"Y",,
"2013-05-29","atletico-pr",2,"cruzeiro",2,"Y",,
"2013-05-29","sao-paulo",5,"vasco",1,"Y",,
"2013-05-29","botafogo",2,"santos",1,"Y",,
"2013-05-29","bahia",0,"coritiba",0,"Y",,
"2013-05-29","nautico",0,"vitoria",3,"Y",,
"2013-05-29","flamengo",0,"ponte-preta",2,"Y",,
"2013-05-29","goias",1,"corinthians",1,"Y",,
"2013-05-30","internacional",2,"criciuma",0,"Y",,
"2013-06-01","santos",1,"gremio",1,"Y",,
"2013-06-01","atletico-pr",2,"flamengo",2,"Y",,
"2013-06-01","botafogo",2,"cruzeiro",1,"Y",,
"2013-06-01","vitoria",2,"vasco",0,"Y",,
"2013-06-01","goias",1,"coritiba",1,"Y",,
"2013-06-01","corinthians",1,"ponte-preta",0,"Y",,
"2013-06-02","fluminense",3,"criciuma",0,"Y",,
"2013-06-02","atletico-mg",0,"sao-paulo",0,"Y",,
"2013-06-02","nautico",2,"portuguesa",2,"Y",,
"2013-06-02","internacional",1,"bahia",2,"Y",,
"2013-06-05","sao-paulo",0,"goias",1,"Y",,
"2013-06-05","criciuma",3,"santos",1,"Y",,
"2013-06-05","portuguesa",1,"internacional",1,"Y",,
"2013-06-05","gremio",1,"vitoria",0,"Y",,
"2013-06-05","ponte-preta",3,"atletico-pr",4,"Y",,
"2013-06-05","vasco",2,"atletico-mg",0,"Y",,
"2013-06-05","flamengo",0,"nautico",1,"Y",,
"2013-06-05","cruzeiro",1,"corinthians",0,"Y",,
"2013-06-05","bahia",2,"botafogo",1,"Y",,
"2013-06-06","coritiba",2,"fluminense",1,"Y",,
"2013-06-08","criciuma",0,"flamengo",3,"Y",,
"2013-06-08","cruzeiro",2,"internacional",2,"Y",,
"2013-06-08","vasco",1,"bahia",1,"Y",,
"2013-06-08","corinthians",0,"portuguesa",0,"Y",,
"2013-06-08","ponte-preta",0,"botafogo",2,"Y",,
"2013-06-09","atletico-mg",2,"gremio",0,"Y",,
"2013-06-09","fluminense",2,"goias",1,"Y",,
"2013-06-09","coritiba",1,"nautico",0,"Y",,
"2013-06-09","vitoria",3,"atletico-pr",2,"Y",,
"2013-06-12","portuguesa",2,"fluminense",1,"Y",,
"2013-06-12","santos",1,"atletico-mg",0,"Y",,
"2013-06-12","gremio",1,"sao-paulo",1,"Y",,
"2013-07-06","flamengo",2,"coritiba",2,"Y",,
"2013-07-06","atletico-pr",1,"gremio",1,"Y",,
"2013-07-06","nautico",1,"ponte-preta",3,"Y",,
"2013-07-06","portuguesa",1,"cruzeiro",1,"Y",,
"2013-07-07","bahia",0,"corinthians",2,"Y",,
"2013-07-07","sao-paulo",0,"santos",2,"Y",,
"2013-07-07","internacional",5,"vasco",3,"Y",,
"2013-07-07","goias",1,"vitoria",0,"Y",,
"2013-07-07","botafogo",1,"fluminense",0,"Y",,
"2013-07-07","atletico-mg",3,"criciuma",2,"Y",,
"2013-07-10","sao-paulo",1,"bahia",2,"Y",,
"2013-07-13","fluminense",2,"internacional",3,"Y",,
"2013-07-13","santos",4,"portuguesa",1,"Y",,
"2013-07-13","ponte-preta",0,"bahia",0,"Y",,
"2013-07-14","corinthians",0,"atletico-mg",1,"Y",,
"2013-07-14","vitoria",3,"sao-paulo",2,"Y",,
"2013-07-14","coritiba",1,"atletico-pr",0,"Y",,
"2013-07-14","gremio",2,"botafogo",1,"Y",,
"2013-07-14","vasco",0,"flamengo",1,"Y",,
"2013-07-14","criciuma",0,"goias",0,"Y",,
"2013-07-14","cruzeiro",3,"nautico",0,"Y",,
"2013-07-20","criciuma",2,"gremio",1,"Y",,
"2013-07-20","sao-paulo",0,"cruzeiro",3,"Y",,
"2013-07-20","botafogo",2,"nautico",0,"Y",,
"2013-07-21","vitoria",0,"bahia",0,"Y",,
"2013-07-21","internacional",1,"flamengo",0,"Y",,
"2013-07-21","santos",2,"coritiba",2,"Y",,
"2013-07-21","atletico-pr",1,"corinthians",1,"Y",,
"2013-07-21","fluminense",1,"vasco",3,"Y",,
"2013-07-21","goias",2,"portuguesa",1,"Y",,
"2013-07-24","sao-paulo",0,"internacional",1,"Y",,
"2013-07-27","vasco",3,"criciuma",2,"Y",,
"2013-07-27","portuguesa",2,"atletico-pr",3,"Y",,
"2013-07-27","ponte-preta",1,"santos",0,"Y",,
"2013-07-28","corinthians",0,"sao-paulo",0,"Y",,
"2013-07-28","gremio",2,"fluminense",0,"Y",,
"2013-07-28","nautico",3,"internacional",0,"Y",,
"2013-07-28","cruzeiro",4,"atletico-mg",1,"Y",,
"2013-07-28","flamengo",1,"botafogo",1,"Y",,
"2013-07-28","bahia",2,"goias",1,"Y",,
"2013-07-28","coritiba",1,"vitoria",1,"Y",,
"2013-07-31","atletico-mg",1,"atletico-pr",2,"Y",,
"2013-07-31","portuguesa",1,"criciuma",1,"Y",,
"2013-07-31","fluminense",1,"cruzeiro",0,"Y",,
"2013-07-31","coritiba",5,"ponte-preta",3,"Y",,
"2013-07-31","corinthians",2,"gremio",0,"Y",,
"2013-07-31","bahia",3,"flamengo",0,"Y",,
"2013-08-01","botafogo",2,"vitoria",0,"Y",,
"2013-08-01","goias",1,"vasco",1,"Y",,
"2013-08-03","cruzeiro",1,"coritiba",0,"Y",,
"2013-08-04","ponte-preta",1,"fluminense",1,"Y",,
"2013-08-04","flamengo",3,"atletico-mg",0,"Y",,
"2013-08-04","criciuma",0,"corinthians",2,"Y",,
"2013-08-04","gremio",1,"internacional",1,"Y",,
"2013-08-04","atletico-pr",2,"goias",0,"Y",,
"2013-08-04","vitoria",2,"portuguesa",1,"Y",,
"2013-08-04","vasco",2,"botafogo",3,"Y",,
"2013-08-07","vitoria",1,"fluminense",1,"Y",,
"2013-08-07","criciuma",1,"cruzeiro",2,"Y",,
"2013-08-07","flamengo",1,"portuguesa",1,"Y",,
"2013-08-07","atletico-pr",1,"bahia",0,"Y",,
"2013-08-07","goias",2,"nautico",1,"Y",,
"2013-08-07","santos",1,"corinthians",1,"Y",,
"2013-08-07","atletico-mg",2,"botafogo",2,"Y",,
"2013-08-08","vasco",1,"ponte-preta",1,"Y",,
"2013-08-08","gremio",0,"coritiba",1,"Y",,
"2013-08-10","botafogo",1,"goias",1,"Y",,
"2013-08-10","nautico",0,"atletico-mg",0,"Y",,
"2013-08-11","fluminense",2,"flamengo",3,"Y",,
"2013-08-11","coritiba",0,"vasco",1,"Y",,
"2013-08-11","cruzeiro",0,"santos",0,"Y",,
"2013-08-11","corinthians",2,"vitoria",0,"Y",,
"2013-08-11","bahia",0,"gremio",3,"Y",,
"2013-08-11","internacional",2,"atletico-pr",2,"Y",,
"2013-08-11","ponte-preta",3,"criciuma",1,"Y",,
"2013-08-11","portuguesa",2,"sao-paulo",1,"Y",,
"2013-08-14","criciuma",3,"nautico",0,"Y",,
"2013-08-14","santos",1,"vasco",1,"Y",,
"2013-08-14","atletico-mg",2,"bahia",0,"Y",,
"2013-08-14","vitoria",3,"ponte-preta",1,"Y",,
"2013-08-14","coritiba",1,"portuguesa",1,"Y",,
"2013-08-14","fluminense",0,"corinthians",0,"Y",,
"2013-08-14","goias",1,"flamengo",1,"Y",,
"2013-08-14","gremio",3,"cruzeiro",1,"Y",,
"2013-08-15","sao-paulo",1,"atletico-pr",1,"Y",,
"2013-08-15","botafogo",3,"internacional",3,"Y",,
"2013-08-17","nautico",0,"fluminense",1,"Y",,
"2013-08-17","cruzeiro",5,"vitoria",1,"Y",,
"2013-08-17","vasco",2,"gremio",3,"Y",,
"2013-08-18","flamengo",0,"sao-paulo",0,"Y",,
"2013-08-18","corinthians",1,"coritiba",0,"Y",,
"2013-08-18","portuguesa",1,"botafogo",3,"Y",,
"2013-08-18","ponte-preta",0,"goias",1,"Y",,
"2013-08-18","bahia",0,"santos",0,"Y",,
"2013-08-18","internacional",0,"atletico-mg",0,"Y",,
"2013-08-18","atletico-pr",2,"criciuma",1,"Y",,
"2013-08-24","flamengo",0,"gremio",1,"Y",,
"2013-08-24","ponte-preta",0,"cruzeiro",2,"Y",,
"2013-08-24","santos",2,"vitoria",0,"Y",,
"2013-08-24","criciuma",2,"coritiba",1,"Y",,
"2013-08-25","atletico-mg",2,"portuguesa",1,"Y",,
"2013-08-25","vasco",1,"corinthians",1,"Y",,
"2013-08-25","bahia",2,"nautico",0,"Y",,
"2013-08-25","sao-paulo",2,"fluminense",1,"Y",,
"2013-08-25","internacional",3,"goias",3,"Y",,
"2013-08-25","atletico-pr",2,"botafogo",0,"Y",,
"2013-08-31","portuguesa",4,"bahia",2,"Y",,
"2013-08-31","nautico",1,"atletico-pr",4,"Y",,
"2013-08-31","gremio",1,"ponte-preta",0,"Y",,
"2013-08-31","goias",0,"atletico-mg",0,"Y",,
"2013-08-31","fluminense",0,"santos",2,"Y",,
"2013-09-01","botafogo",0,"sao-paulo",0,"Y",,
"2013-09-01","vitoria",0,"criciuma",1,"Y",,
"2013-09-01","corinthians",4,"flamengo",0,"Y",,
"2013-09-01","coritiba",0,"internacional",0,"Y",,
"2013-09-01","cruzeiro",5,"vasco",3,"Y",,
"2013-09-03","nautico",0,"sao-paulo",1,"Y",,
"2013-09-03","goias",2,"gremio",0,"Y",,
"2013-09-04","flamengo",2,"vitoria",1,"Y",,
"2013-09-04","atletico-pr",2,"santos",1,"Y",,
"2013-09-04","portuguesa",2,"ponte-preta",1,"Y",,
"2013-09-04","bahia",1,"cruzeiro",3,"Y",,
"2013-09-04","internacional",1,"corinthians",0,"Y",,
"2013-09-04","atletico-mg",2,"fluminense",2,"Y",,
"2013-09-05","botafogo",3,"coritiba",1,"Y",,
"2013-09-05","sao-paulo",1,"criciuma",2,"Y",,
"2013-09-05","nautico",0,"vasco",3,"Y",,
"2013-09-07","vitoria",1,"atletico-mg",1,"Y",,
"2013-09-07","fluminense",1,"bahia",0,"Y",,
"2013-09-07","ponte-preta",1,"internacional",3,"Y",,
"2013-09-07","santos",1,"goias",0,"Y",,
"2013-09-07","gremio",3,"portuguesa",2,"Y",,
"2013-09-08","corinthians",0,"nautico",0,"Y",,
"2013-09-08","cruzeiro",1,"flamengo",0,"Y",,
"2013-09-08","coritiba",2,"sao-paulo",0,"Y",,
"2013-09-08","vasco",0,"atletico-pr",0,"Y",,
"2013-09-08","criciuma",1,"botafogo",2,"Y",,
"2013-09-10","internacional",1,"santos",2,"Y",,
"2013-09-11","atletico-pr",1,"fluminense",1,"Y",,
"2013-09-11","bahia",2,"criciuma",2,"Y",,
"2013-09-11","goias",1,"cruzeiro",2,"Y",,
"2013-09-11","botafogo",1,"corinthians",0,"Y",,
"2013-09-11","nautico",0,"gremio",2,"Y",,
"2013-09-11","portuguesa",2,"vasco",0,"Y",,
"2013-09-12","internacional",2,"vitoria",2,"Y",,
"2013-09-12","flamengo",2,"santos",1,"Y",,
"2013-09-12","atletico-mg",3,"coritiba",0,"Y",,
"2013-09-12","sao-paulo",1,"ponte-preta",0,"Y",,
